org_name,addr,contact_phone
賴獻章牙醫診所,台北市永吉路30巷151弄2號,0227692695
明陽診所,台北市永吉路30巷157弄4號,27618228
張葉森診所,台北市永吉路30巷15號,0227631170
美麗華牙醫診所,台北市永吉路318號,0227669722
育生堂中醫診所,台北市永吉路326巷5之1號,0227642710
永吉聯合診所,台北市永吉路329號,02-27618780
松山長春外科診所,台北市永吉路335號,0227655314
吳潮峰眼科診所,台北市永吉路341號,0227619240
正興復健科診所,台北市永吉路344號,66082888
錫口牙醫診所,台北市永吉路344號,0227675983
信仁診所,台北市永吉路35號,0227617813
亮傑牙醫診所,台北市永吉路384號,0227629246
健民診所,台北市永吉路386號,02-2765-7363
陳士源中醫診所,台北市永吉路492號,27620895
東群牙醫診所,台北市永吉路511號,27460503
興盛診所,台北市永吉路546號,27880758
康泰診所,台北市永吉路54號,0227661228
尚德牙醫診所,台北市永吉路66號,0227687823
芳林牙醫診所,台北市永吉路三十巷一七八弄2號,27641366
誠良牙醫診所,台北市永康街13巷1號,23936306
詹耳鼻喉科診所,台北市永康街六巷16號,23969521
美齒牙醫診所,台北市永綏街6號,0223311168
醫療財團法人徐元智先生醫藥基金會遠東聯合診所,台北市永綏街8至14號,02-23111525
幸吉堂中醫診所,台北市汀州一段169號,0223095191
清川牙醫診所,台北市汀州路1段118號,23328653
古亭龍生診所,台北市汀州路一段174號,0223010397
劉瑞聰診所,台北市汀州路一段194號,0223038125
漢神中醫診所,台北市汀州路一段202號,0223037606
中明牙科診所,台北市汀州路一段235號,0223016366
名華牙醫診所,台北市汀州路一段236號,0223076017、0956254998
雙合耳鼻喉科聯合診所,台北市汀州路一段96號,0223055690
國興中醫診所,台北市汀州路二段129號,23632057
同泰診所,台北市汀州路二段136號,0223678511
同泰牙醫診所,台北市汀州路二段147號,0223678212
六節中醫診所,台北市汀州路二段198號,2362-9900
偉華牙醫診所,台北市汀州路二段203號,0223671581
怡和診所,台北市汀州路二段212號,23625100
琠雅牙醫診所,台北市汀州路二段215號,23621909
朱小兒科診所,台北市汀州路二段220號,0223651810
蕭耳鼻喉科診所,台北市汀州路二段261號,2  3653284
三民牙醫診所,台北市汀州路二段30號,0223687108
強弘牙科診所,台北市汀州路二段86號,0223677975
美美潘朵拉診所,台北市汀州路三段188號,23681928
西北聯合牙醫診所,台北市汀州路三段190號,0223657482
宏達中醫診所,台北市汀州路三段211號,23651209
公館聯合診所,台北市汀州路三段277號,0223688730
洛可可牙醫診所,台北市汀州路四段146號,29345618
義仁兒科診所,台北市玉成街138號,26515929
義仁家庭醫學診所,台北市玉成街138號,26515929
優勢皮膚科診所,台北市玉成街140巷11弄2號,26546681
緯泰牙醫診所,台北市玉成街161號,0227867963
蔣小兒科診所,台北市玉成街166巷30號,0226513761
定遠新天地牙醫診所,台北市玉成街83號,27882623
鈞生診所,台北市甘州街28號,0225570048
建順診所,台北市甘州街51號,25573250
典藏牙醫診所,台北市石牌路1段156號,28270168
健群中醫診所,台北市石牌路1段166巷116號,28222986
芯悅皮膚科診所,台北市石牌路1段57號,02-28276618
紀皮膚科診所,台北市石牌路2段55號,28214485，28224849
紀耳鼻喉科診所,台北市石牌路2段55號,28214485
天倚牙醫診所,台北市石牌路2段95號,02-28286538
光明診所,台北市石牌路2段99巷55號,02-28210197
佳禾中醫診所,台北市石牌路一段101號,2826-1345
信安牙醫診所,台北市石牌路一段138號,0228232115
台北欣安耳鼻喉科診所,台北市石牌路一段152號,02-28210501
青島牙醫診所,台北市石牌路一段162號,28235713
陽明診所,台北市石牌路一段166巷20號,02-28214757
邱耳鼻喉科診所,台北市石牌路一段23號,0228279222
京品牙醫診所,台北市石牌路一段34號,28273448
陳如芬眼科診所,台北市石牌路一段50號,0228223745
鄭紹沂神經科診所,台北市石牌路一段54號,0228234248
何思坤牙醫診所,台北市石牌路一段63號,2821-0387
石牌林耳鼻喉科診所,台北市石牌路一段69號,0228229183
富群牙醫診所,台北市石牌路一段71巷1號,28262311
蔡賡禧婦產科診所,台北市石牌路一段72號,0228202030
群昇牙醫診所,台北市石牌路一段83號,28209311
順建中醫診所,台北市石牌路一段85號,0228221702
李伯匯小兒科診所,台北市石牌路一段93號,0228221212
劉明真皮膚科診所,台北市石牌路二段116號,28224735
臺北榮民總醫院,台北市石牌路二段201號,0228712121
潔生診所,台北市石牌路二段321號,02-28710237；0933873016
張智郁婦產科診所,台北市石牌路二段332之2號,0228740401
文遠診所,台北市石牌路二段346號,0228715666
恆安牙醫診所,台北市石牌路二段362號,0228756626
方圓牙醫診所,台北市石牌路二段45號,0228224814
懸壺中醫診所,台北市石牌路二段68巷20號,28279919
益群牙醫診所,台北市石牌路二段75巷3號,0228211836
懷德中醫診所,台北市石牌路二段90巷18號,28282853
群欣牙醫診所,台北市石牌路二段9號,0228236265
和碩聯合科技股份有限公司附設醫務室,台北市立功街76號,02-81439001＃32056
倪牙醫診所,台北市立農街一段一八七巷14號,0228210804
安心牙醫診所,台北市立農街二段210號,02-28238961
泓光診所,台北市立農街二段287號,0228218048
醫療財團法人辜公亮基金會和信治癌中心醫院,台北市立德路125號,02-28970011
瀛海牙醫診所,台北市伊通街104號,(02)2508-3401
劉宣彥診所,台北市伊通街17之4號,0225075561
極品牙醫診所,台北市伊通街27號,25010152
幸恩牙醫診所,台北市伊通街28號,25092468
宏泰牙醫診所,台北市伊通街48號,0225081198
丁美玲中醫診所,台北市伊通街52巷3號,0225170050
至誠整形外科診所,台北市伊通街87巷3號,25080022
洪都診所,台北市伊通街一○六巷1號,0225083703
昱德聯合診所,台北市光明路102號,0228975050
昱新眼科診所,台北市光明路104號,02-28919380
台新診所,台北市光明路145號,0228936508
慶全牙醫診所,台北市光明路148之1號,28914313
東欣牙醫診所,台北市光明路166之3號,02-28985757
全禾中醫診所,台北市光明路166號,28971599
張參雄診所,台北市光明路166號,02-28926555
依嘉美時尚診所,台北市光明路168號,2898-1111
衡山慈善診所,台北市光明路226號,28951035
美康診所,台北市光明路2巷9之2號,28953663
和悅經典中醫診所,台北市光明路2巷9之5號,28925232
宏恩牙醫診所,台北市光明路74號,28950456
大程牙醫診所,台北市光明路新生巷13號,28936849
聯青診所,台北市光復北路112號,25795155
新心診所,台北市光復北路11巷63號,27651222
群益牙醫診所,台北市光復北路123號,0227672344
景賀時尚診所,台北市光復北路125號,8787-1660
正風復健科診所,台北市光復北路133及135號,02-27602666
泛美牙醫診所,台北市光復北路141號,0227672259
安德復復健專科診所,台北市光復北路181號,02-7729-2289
崇皓牙醫診所,台北市光復北路202號,27161816
松原復健診所,台北市光復北路206號,87123552
介壽診所,台北市光復北路226號,02-27120337
博仁綜合醫院,台北市光復北路66號,0225786677
林永濤整形外科診所,台北市光復北路7號,87871917
碧礽牙醫診所,台北市光復北路82號,0225777888
陳泰安耳鼻喉科診所,台北市光復北路97號,0227605036
秀傳醫院,台北市光復南路116巷1.3.5號,(02)2771-7172
維格診所,台北市光復南路180巷4號,02-27755026
宏慈牙醫診所,台北市光復南路21之4號,02276-00937
康銘牙醫診所,台北市光復南路22巷38號,0225788636
康婕婦產科診所,台北市光復南路240巷23號,27036718
光復雅美姬時尚診所,台北市光復南路260巷23號,27116690
雅美姬中醫診所,台北市光復南路260巷23號,25681175
榮主診所,台北市光復南路280巷23號,27116512
楊氏診所,台北市光復南路280巷24號,27763008
波士頓牙醫診所,台北市光復南路288號,0227736789
盧靜怡皮膚專科診所,台北市光復南路288號,02-27512066
仁愛星和診所,台北市光復南路306號,27117128
曾安牙醫診所,台北市光復南路306號,0227415646
萬安中醫診所,台北市光復南路308巷25號,27783339
立名牙醫診所,台北市光復南路308巷26號,0227212730
德尚牙醫診所,台北市光復南路308巷44號,27310899
楊懷卿耳鼻喉科診所,台北市光復南路308巷55號,0227214882
杏立博全診所,台北市光復南路318號,02-27722138
華品中醫診所,台北市光復南路346巷54號,87739232
群和牙醫診所,台北市光復南路348之2號,27408858
瑞品牙醫診所,台北市光復南路390之1號,27040466
合元堂中醫診所,台北市光復南路390號,27552756
心悅牙醫診所,台北市光復南路402號,02-2702-0003
林海民牙醫診所,台北市光復南路412號,0223255488
郭東明自然醫學診所,台北市光復南路417號,27299457
正揚牙醫診所,台北市光復南路419巷91號,0223456868
永安中醫診所,台北市光復南路420巷21號,0227230889
天祥牙醫診所,台北市光復南路420巷7號,0227053159
佳恩牙醫診所,台北市光復南路426號,0227026714
黃清浩耳鼻喉科診所,台北市光復南路430號,0227085413
大安悅兒親子中醫診所,台北市光復南路432號,27035583
仁愛傑仕牙醫診所,台北市光復南路441號,27202729
國泰牙醫診所,台北市光復南路449之3號,23458021
林聰明牙醫診所,台北市光復南路449號,0227581278
德多美診所,台北市光復南路495號,27209829
瑞妮絲醫美診所,台北市光復南路505號,27220122
春田耳鼻喉科診所,台北市光復南路555號,0227297135
大安尊生堂中醫診所,台北市光復南路558號,27069730
漢光牙醫診所,台北市光復南路570號,27024702
汾陽中醫診所,台北市光復南路578號,23256886
國晉中醫診所,台北市光復南路6巷46號,0225781858
鼎昀牙醫診所,台北市光復南路一八0巷7號,0227419187
人康診所,台北市光復南路二四0巷23號,0227418080
南山中醫診所,台北市合江街128號,0225051443
吳秀全牙醫診所,台北市合江街154號,0225313642
喜信牙醫診所,台北市合江街一四四巷8號,02 25029581
德安牙醫診所,台北市吉利街101之12號,0228263931
定鼎牙醫診所,台北市吉利街144號,28208885
林璞牙醫診所,台北市吉利街238號,0228225162
慶恩小兒科診所,台北市吉林路117號,0225683199
黃中豪婦產科診所,台北市吉林路131號,0225516815
富生婦產科診所,台北市吉林路157號,0225812285
佳醫牙醫診所,台北市吉林路18號,25362500
德容聯合診所,台北市吉林路197號,0225643076
立群牙醫診所,台北市吉林路218巷5號,0225717372
元氣堂中醫診所,台北市吉林路223號,25719337
健倉牙醫診所,台北市吉林路232號,25420619
元林診所,台北市吉林路239號,25422508
澄觀中醫診所,台北市吉林路23號,25235956
長榮中醫診所,台北市吉林路245號,02-25362018
王宗前診所,台北市吉林路250號,0225213817
任惠民牙醫診所,台北市吉林路251號,2521-8343 ，25075932
吉林牙醫診所,台北市吉林路254號,0225412246
優美牙醫診所,台北市吉林路26巷17號,02-25675200
輝雄診所,台北市吉林路300號,0225602586
陳家庭醫學科診所,台北市吉林路315巷18號,0225981311
承新牙醫診所,台北市吉林路317號,0225971616
同安中醫診所,台北市同安街41號,0223687998
和逸牙醫診所,台北市同安街58號,23695299
同德中醫診所,台北市同德路30號,27865257
天慈婦產科診所,台北市同德路37號,27855176
天滋中醫診所,台北市同德路64號,02-27856916
杏安診所,台北市同德路76號,02-27892008
麗馨皮膚科診所,台北市同德路84號,26515488
麗馨診所,台北市同德路84號,26515488
安和旭麗診所,台北市安和路1段101號,02-27012328
瑞誠牙醫診所,台北市安和路1段106號,27550996
安整形外科診所,台北市安和路1段113號,77099399
名媛芭比時尚醫美診所,台北市安和路1段19號,02-77137886
安仁診所,台北市安和路1段29號,87733676
詹成晚牙醫診所,台北市安和路1段29號,27521030
極妍診所,台北市安和路1段32號,02-27751991
優瑞牙醫診所,台北市安和路1段69號,27552313
加美診所,台北市安和路2段60號,02-2325-2223
三普牙醫診所,台北市安和路2段69巷8號,0227383398
瑞雲牙醫診所,台北市安和路一段10號,0227411472
信義生物能牙醫診所,台北市安和路一段118號,27000480
馬大勳婦產科診所,台北市安和路一段11號,0227527321
蘇仁和耳鼻喉科診所,台北市安和路一段11號,27410843
柯嘉音小兒科診所,台北市安和路一段127巷12號,27080337
欣民牙醫診所,台北市安和路一段135巷18號,0227085344
麗式診所,台北市安和路一段137號,27092558
皓群牙醫診所,台北市安和路一段53號,27402979
首席牙醫診所,台北市安和路一段70號,27020521
天美安和診所,台北市安和路一段77號,27021889
許必靈牙醫診所,台北市安和路一段99號,0227556600
景泰牙醫診所,台北市安和路二段147及149號,87326600
名範牙醫診所,台北市安和路二段167號,0223785060
偉成牙醫診所,台北市安和路二段175號,0227370277
維鈞牙醫診所,台北市安和路二段32巷12號,27001633
董曉青眼科診所,台北市安和路二段69巷6號,0227383591
李唯通診所,台北市安居街19號,23773506
美佳牙醫診所,台北市安居街45號,0227354551
安居牙醫診所,台北市安居街46巷1號,02-27351682
志清牙醫診所,台北市安東街54號,27755456
菁華牙醫診所,台北市安康路486號,26348610
韻昇牙醫診所,台北市成功路2段478號,02-27961018
心美牙醫診所,台北市成功路3段174巷14號,27954477
內湖翰林眼科診所,台北市成功路3段183號,87922296
成功皮膚科診所,台北市成功路4段12號,27940064
成功復健科診所,台北市成功路4段12號,02-27938098
內湖大學眼科診所,台北市成功路4段139號,27951001
維悅牙醫診所,台北市成功路4段358號,27965846
湖光皮膚專科診所,台北市成功路4段59之1號,87917202
三軍總醫院附設民眾診療服務處,台北市成功路二段325號,
文湖牙醫診所,台北市成功路三段121號,27966188
夏一新身心精神科診所,台北市成功路三段143號,02-87928213
深博牙醫診所,台北市成功路三段143號,0227931557
汎美皮膚科診所,台北市成功路三段161號,27920075
翠柏牙醫診所,台北市成功路三段162號,27901234
仁人牙醫診所,台北市成功路三段172之2號,27929596
漢唐中醫診所,台北市成功路三段174巷16號,87910742
內湖中醫診所,台北市成功路三段174巷1號,0227909187
澄美牙醫診所,台北市成功路三段181號,27923062
康育診所,台北市成功路三段189號,0227909134
振興內兒科診所,台北市成功路三段193號,0227906179
仁德聯合診所,台北市成功路三段90號,0227904056
洪永祥診所,台北市成功路三段六巷1號,87917601
蘇中醫診所,台北市成功路五段20號,02-27929890
康寧醫療財團法人康寧醫院,台北市成功路五段420巷26號,26345500
康民診所,台北市成功路五段420巷28號,26347171
日新診所,台北市成功路五段446號,26342743
弘康復健科診所,台北市成功路五段81號,26338469;27944282
文華內湖中醫診所,台北市成功路四段 338號,02-27929233
成安耳鼻喉科診所,台北市成功路四段153號,27935940
成功耳鼻喉科診所,台北市成功路四段16號,0227940064
品牙醫診所,台北市成功路四段175號,27907833
達美皮膚專科診所,台北市成功路四段220號,0227920218
杜耳鼻喉科診所,台北市成功路四段222號,27906738
成功眼科診所,台北市成功路四段28號,0227933544
顏鳳麟婦產科診所,台北市成功路四段28號,87929756
麗心診所,台北市成功路四段2號,02-27944939
弘林牙醫診所,台北市成功路四段318號,0227905585
大湖牙醫診所,台北市成功路四段334號,0227933781
大湖診所,台北市成功路四段366號,27906002
德文復健科診所,台北市成功路四段36號,0227943684
秉信診所,台北市成功路四段40號,0227902884
吳振光眼科診所,台北市成功路四段42號,0227925399
信光牙醫診所,台北市成功路四段42號,0227906989
元亨牙醫診所,台北市成功路四段43號,02 27926671
劉致明整形外科診所,台北市成功路四段43號,27945139
內湖張內兒科診所,台北市成功路四段47號,0227902432
內湖凱蒂醫美診所,台北市成功路四段51號,27960033
鴻文婦產科診所,台北市成功路四段52號,0227945909
馬思特診所,台北市成功路四段53號,0227925994
書拉密美學診所,台北市成功路四段57號,02-27920102
和慶中醫診所,台北市成功路四段58號,02-87919869
宏欣牙醫診所,台北市成功路四段59號,0227950123
丞康牙醫診所,台北市成功路四段61巷13號,02-27945938
林孟勳診所,台北市成功路四段61巷32弄2號,02-87920955
傑出牙醫診所,台北市成功路四段六十一巷21號,02 27912551
臻品絕色診所,台北市成都路13號,23880221
城中瑪麗安婦產科診所,台北市成都路4號,23813500
麗思醫美診所,台北市成都路4號,23888863
生生整形外科診所,台北市成都路96號,0223319890
健怡美時尚診所,台北市成都路97號,02-23115488
羅撒中醫診所,台北市成福路171巷13號,27856517
天仁小兒科診所,台北市成福路21號,27862687
天仁健康診所,台北市成福路21號,27862687
世珍婦產診所,台北市朱崙街46號,0227212501
瑞光牙醫診所,台北市江南街102號,27902015
合慶中醫診所,台北市江南街15號,87977598
?湖中醫診所,台北市江南街18號,8751-9580
華倫牙醫診所,台北市江南街65巷10號,26575466
薈安診所,台北市江南街6號,26578803
瑞康診所,台北市江南街96巷3號,2659-9691
慈愛中醫診所,台北市自強街108號,28275123
方仁牙醫診所,台北市自強街130號,0228235457
曹牙醫診所,台北市自強街141巷3號,0228310569
豐禾中醫診所,台北市自強街150號,28223376
鄭素珠診所,台北市自強街154號,0228235400
康田診所,台北市自強街76號,28976778
王永良診所,台北市自強街94號,28227287
志強牙醫診所,台北市自強街95號,28234515
泰隆診所,台北市自強街一四一巷19號,0228327540
芝山牙醫診所,台北市至誠路二段66號,0228368627
群英生醫整形外科診所,台北市行忠路57號,87919587
菁英診所,台北市行忠路58號,87917515
吉貝牙醫診所,台北市行善路36號,87903050
悅馨中醫診所,台北市西安街1段173號,28211235
黃正宏診所,台北市西安街1段359號,02-28217076
長輝中醫診所,台北市西安街一段157號,02-28280877
李承鴻皮膚科診所,台北市西安街一段189號,02-28229885
吉安診所,台北市西安街一段281巷18號,0228231832
喜美牙醫診所,台北市西安街一段353號,28225171
禾睿牙醫診所,台北市西安街一段367號,28202608
星鑽國際醫美診所,台北市西安街一段367號,02-28271088
華杏中醫診所,台北市西安街一段369號,0228214822
石牌李診所,台北市西安街一段二八一巷15號,0228342849
世界牙醫診所,台北市西安街一段二八一巷六弄2號,0228372689
惠康診所,台北市西安街二段113號,28283964
陽明牙醫診所,台北市西安街二段167號,2820-9933
?叔叔齒顎矯正專科牙醫診所,台北市西安街二段333號,02-28225525
康禾堂中醫診所,台北市西安街二段335號,2823-4452
周耳鼻喉科診所,台北市西園路一段109號,0223367675
南光牙醫診所,台北市西園路一段160號,0223065413
佳德內科診所,台北市西園路一段200號,02-23022276
萬華瀚群骨科診所,台北市西園路一段200號,23368080
水波牙醫診所,台北市西園路一段214號,0223060801
大元婦產科診所,台北市西園路二段140巷8號,0223088830
弘旭牙醫診所,台北市西園路二段170號,0223028296
賴耳鼻喉科診所,台北市西園路二段194之1號,0223049026
立新口腔顎面外科牙醫診所,台北市西園路二段233號,23010601
聯安中醫診所,台北市西園路二段243之4號,2303686800
台北天祐中醫診所,台北市西園路二段246號,23396958
瑞生診所,台北市西園路二段250號,02-23012788
漢方中醫聯合診所,台北市西園路二段254巷5號,0223075970、02-2301-3637與02-2301-6181
西園醫院,台北市西園路二段266號,0223076968
周建堂牙醫診所,台北市西園路二段300號,0223076852
丞安堂中醫診所,台北市西園路二段47號,02-23080459
潘再榮牙醫診所,台北市西園路二段71之1號,0223063868
邵外科診所,台北市西寧北路13之1號,0225523879
西寧安泰牙醫診所,台北市西寧北路15號,0225527121
建成牙醫診所,台北市西寧北路51之1號,0225593999
張獻瑞婦產科診所,台北市西寧北路9號,0225523175
白牙醫診所,台北市西寧南路162號,23313403
天一牙醫診所,台北市西寧南路91號,0223120802
許孟權小兒科診所,台北市西藏路107之2號,02-23393331
崇善中醫診所,台北市西藏路113號,02-23037666
植美牙醫診所,台北市西藏路125巷7號,23035554
雙園診所,台北市西藏路261之3號,66082888
蕭輝隆牙醫診所,台北市西藏路262號,0223066833
曾正彥診所,台北市西藏路472號,23088689
正弘牙醫診所,台北市西藏路480號,23066588
優德牙醫診所,台北市克強路13之1號,02-28365296
宏森中醫診所,台北市吳興街115號,27587188
東風牙醫診所,台北市吳興街126號,27382211
臺北醫學大學附設醫院,台北市吳興街252號,0227372181
博文診所,台北市吳興街284巷1之4號,27321016
佳興牙醫診所,台北市吳興街284巷1之5號,27384224
阿波羅牙醫診所,台北市吳興街345巷13號,0227220102
六安復健科診所,台北市吳興街467巷2弄14號,27296677
張育驍診所,台北市吳興街467巷2弄4號,27296611
總站18號診所,台北市吳興街467巷2弄4號,27296611
吳文愷牙醫診所,台北市吳興街485號,0227223940
吳興牙醫診所,台北市吳興街533號,0287882443
佳曏牙醫診所,台北市吳興街599號,0227220722
福臨牙醫診所,台北市志成街25號,28315148
林小兒科內科診所,台北市沅陵街26之2號,0223311152
秀明診所,台北市秀明路2段22號,29396377
廖峻宏牙醫診所,台北市育仁路102號,〈02〉2893-5009
宏嘉牙醫診所,台北市赤峰街11號,0225580267
黃博裕小兒科診所,台北市赤峰街49巷21號,0225592440
好健康中醫診所,台北市辛亥路2段171巷15號,27360936
臺北市立聯合醫院附設大安門診部,台北市辛亥路3段15號,27390997
游正賢中醫診所,台北市辛亥路4段241號,0222394348
永恆牙醫診所,台北市辛亥路一段17巷6號,0223653000
簡萬居耳鼻喉科診所,台北市辛亥路一段28號,0223680279
新安牙醫診所,台北市辛亥路四段236號,0229334380
木柵身心診所,台北市辛亥路四段246號,29301550
富麗牙醫診所,台北市和平西路1段69號,23940123
蓮樺中醫診所,台北市和平西路3段33號,23063388
華恩牙醫診所,台北市和平西路一段154號,0223058283
建成中醫診所,台北市和平西路一段172號,23075166
?安診所,台北市和平西路一段20號,23637588
峻毅中醫診所,台北市和平西路一段30號,23678886
優登牙醫診所,台北市和平西路一段88號,0933716779  23692087
和平中醫診所,台北市和平西路二段123號,23704855
親子診所,台北市和平西路二段50號,0223058122
勝昌現代中醫診所,台北市和平西路二段56之1號,23378769
心禾診所,台北市和平西路二段6號,02-23331633
萬華身心精神科診所,台北市和平西路三段142號,02-23088878
大久牙醫診所,台北市和平西路三段180號,23086211
艋舺牙醫診所,台北市和平西路三段226號,0223362638
正一牙醫診所,台北市和平西路三段261號,0223061298
鑫慧牙醫診所,台北市和平西路三段302巷2號,0223082164
信恩牙醫診所,台北市和平西路三段64號,0223081817
秋輝中醫診所,台北市和平西路三段73號,0223061246
日光眼科診所,台北市和平西路三段85號,23063789
和麗診所,台北市和平東路1段121號,23582650
許靜瑛小兒科診所,台北市和平東路1段230號,23629088
大安眼科診所,台北市和平東路1段258號,02-23656363
莊國豐婦產科診所,台北市和平東路1段8號,23688206
慈佑中醫診所,台北市和平東路2段111號,23255817
育揚中醫診所,台北市和平東路2段221號,27375025
健華診所,台北市和平東路2段255號,27072990
問心中醫診所,台北市和平東路2段34號,83691895
華盛頓牙醫診所,台北市和平東路3段111號,27393111
朝代牙醫診所,台北市和平東路3段218號,2735-2100
大安牙醫診所,台北市和平東路3段228巷2號,23776060
大安黃耳鼻喉科診所,台北市和平東路3段234號,0227327331
弘名牙醫診所,台北市和平東路3段250號,27335539
安居診所,台北市和平東路3段252號,27324000
邱醫師診所,台北市和平東路3段288號,02-27392696
品範牙醫診所,台北市和平東路3段340號,87321503
中日美聯合牙醫診所,台北市和平東路3段51號,27002387
仁愛牙醫診所,台北市和平東路3段79號,23778487
那明珠診所,台北市和平東路3段8號,27360589
安麗牙醫診所,台北市和平東路3段99號,02-2736-9454
陳柏豪耳鼻喉科診所,台北市和平東路一段10號,0223625458
灩妮醫美診所,台北市和平東路一段10號,23638187
樂活診所,台北市和平東路一段162號,02-23683883
許世賓婦產科診所,台北市和平東路一段169號,33932211
群星牙醫診所,台北市和平東路一段171號,33932277
向安婦產科外科診所,台北市和平東路一段197號,0223952633
欣欣牙醫診所,台北市和平東路一段198號,0223630038
名人牙醫診所,台北市和平東路一段200號,0223628691
周彥儒牙醫診所,台北市和平東路一段218號,23649922
呂文智中醫診所,台北市和平東路一段258號,0223631598
誠鼎牙醫診所,台北市和平東路一段66號,23694567
至善牙醫診所,台北市和平東路一段67號,23968883
和平大愛眼科診所,台北市和平東路一段6號,23652727
教主診所,台北市和平東路一段6號,02-23682980
教主醫美整形外科診所,台北市和平東路一段6號,02-23682000
詹內科診所,台北市和平東路一段77之2號,0223928283
明圳齒顎矯正專科診所,台北市和平東路一段91號,0223224533
冠德牙醫診所,台北市和平東路一段91號,23224533
杏霖中醫診所,台北市和平東路二段101號,27001598
懷恩牙醫診所,台北市和平東路二段102之2號,27358050
新象牙醫診所,台北市和平東路二段111號,0227086420
啟誠聯合診所,台北市和平東路二段120號,0223784380
永大牙醫診所,台北市和平東路二段127號,0227082603
麗安牙醫診所,台北市和平東路二段16號,02-23628819
麗晶牙醫診所,台北市和平東路二段175巷27號,0227064162
仁安診所,台北市和平東路二段175巷34號,0227065995
信望愛牙醫診所,台北市和平東路二段18之1號,23634158
光利牙醫診所,台北市和平東路二段18之8號,0223629312
陳秀鳳婦產科診所,台北市和平東路二段191號,0227050661
景德耳鼻喉科診所,台北市和平東路二段191號,0227091363
定國牙醫診所,台北市和平東路二段201之1號,0227040633
名品牙醫診所,台北市和平東路二段259號,0227018073
新苑牙醫診所,台北市和平東路二段265巷12號,27097038
曹眼科診所,台北市和平東路二段269號,0227056576
師院牙醫診所,台北市和平東路二段297號,27004231
李翔耳鼻喉科診所,台北市和平東路二段30號,0223697877
施崇仁耳鼻喉科診所,台北市和平東路二段311巷13號,0227091592
上上牙醫診所,台北市和平東路二段311巷14號,0227010199
陳志明診所,台北市和平東路二段337號,0227549558
全家聯合診所,台北市和平東路二段353號,0227067575
小王子牙醫診所,台北市和平東路二段40號,33651749
偉恩牙醫診所,台北市和平東路二段88及88之1號,0227387333
安東診所,台北市和平東路二段98之1號,23786111
昱典牙醫診所,台北市和平東路二段99號,27069600
碩美牙醫診所,台北市和平東路二段三十六巷3號,83692796
林正宗婦產科診所,台北市和平東路三段100號,0227337008
晶華眼科診所,台北市和平東路三段122號,23788288
張國麟耳鼻喉科診所,台北市和平東路三段147號,27338386
宜德復健科診所,台北市和平東路三段210號,27356266
美麗潔美學牙醫診所,台北市和平東路三段223號,27382208
安吉耳鼻喉科診所,台北市和平東路三段226號,27385008
新長安診所,台北市和平東路三段228巷39號,0223775016
詠恩中醫診所,台北市和平東路三段228巷7號,02-27337285
沈牙醫診所,台北市和平東路三段235號,0227325403
劉達昌眼科診所,台北市和平東路三段238號,0227323792
新穎全診所,台北市和平東路三段265號,27325809
優式牙醫診所,台北市和平東路三段297號,23771598
和安牙醫診所,台北市和平東路三段309號,87333994
儀佳牙醫診所,台北市和平東路三段315號,87326673
明泰牙醫診所,台北市和平東路三段318號,0227331917
明圓中醫診所,台北市和平東路三段320號,27075788
大春牙醫診所,台北市和平東路三段341巷15號,0227322593
唐克鑌中醫診所,台北市和平東路三段361號,0227329098
和恩堂中醫診所,台北市和平東路三段63號,87801529
以諾牙醫診所,台北市和平東路三段70之1號,0227331306
林仲皮膚科診所,台北市延平北路2段20號,02-25525138
重慶堂中醫診所,台北市延平北路2段88之1號,02-25554575
葉眼科診所,台北市延平北路5段173號,02-28129595
合聖牙醫診所,台北市延平北路5段241號,28125358
永達牙醫診所,台北市延平北路一段155號,0225584675
周承良耳鼻喉科診所,台北市延平北路一段22號,0225590862
周皮膚科診所,台北市延平北路一段26號,25583143
平安中醫診所,台北市延平北路一段62號,0225595265
存安堂中醫診所,台北市延平北路七段82號,0228100443
朝陽牙醫診所,台北市延平北路二段109號,0225563168
長興牙醫診所,台北市延平北路二段124號,02-25538935
雅晴牙醫診所,台北市延平北路二段127號,25529757
章牙醫診所,台北市延平北路二段144巷13之1號,0225536730
林志宏中醫診所,台北市延平北路二段14號,25500568
御聖堂中醫診所,台北市延平北路二段184號,
博群牙醫診所,台北市延平北路二段219號,0225509452
宏偉牙醫診所,台北市延平北路二段243號,0225579580
大橋張耳鼻喉科診所,台北市延平北路二段270號,0225956102
福進牙醫診所,台北市延平北路二段61巷20號,02-25508938
正和復健科診所,台北市延平北路二段80號,25527628
美堅牙醫診所,台北市延平北路三段115號,0225922688
永東牙醫診所,台北市延平北路三段27號,0225974066  85961189
維明牙醫診所,台北市延平北路三段34號,0225914437
順然牙醫診所,台北市延平北路三段81號,0225960012
廣順中醫診所,台北市延平北路三段82號,0225968873
鄭醫師診所,台北市延平北路五段120號,0228127412
雅鄰牙醫診所,台北市延平北路五段125號,0228127890
哲瑞牙醫診所,台北市延平北路五段135號,88113966
榮元外科診所,台北市延平北路五段162號,0228122822
信美牙醫診所,台北市延平北路五段163巷7號,0228118755
保晟中醫診所,台北市延平北路五段172號,28150510
慈田耳鼻喉科診所,台北市延平北路五段185號,0228123595
光華牙醫診所,台北市延平北路五段186號,0228124507
龍安莊耳鼻喉科診所,台北市延平北路五段186號,28127158
